Gender,Married,Age,Profession,WorkExperience,SpendingScore,FamilySize,Cluster
Female,Yes,73,Lawyer,1.0,High,2.0,4
Female,Yes,29,Homemaker,0.0,High,2.0,0
Male,No,28,Entertainment,0.0,Low,3.0,2
Male,No,69,Engineer,1.0,Low,,3
Male,No,33,Doctor,1.0,Low,4.0,2
Male,Yes,67,Marketing,1.0,Low,2.0,3
Male,Yes,73,Artist,0.0,Low,1.0,3
Male,Yes,42,Artist,1.0,Low,2.0,3
Male,No,32,Healthcare,9.0,Low,2.0,1
Male,Yes,53,Executive,1.0,High,5.0,4
Male,Yes,42,Executive,0.0,High,2.0,0
Female,Yes,50,Artist,9.0,High,2.0,1
Female,No,19,Healthcare,3.0,Low,3.0,2
Male,Yes,82,Lawyer,0.0,Low,1.0,3
Male,Yes,82,Executive,0.0,High,2.0,4
Female,No,38,Artist,7.0,Low,1.0,1
Male,Yes,27,Executive,,Low,2.0,2
Male,Yes,38,Doctor,0.0,Average,5.0,0
Female,No,48,Homemaker,1.0,Low,1.0,2
Male,No,22,Healthcare,9.0,Low,4.0,1
Male,Yes,30,Artist,0.0,Average,2.0,0
Male,No,31,Healthcare,1.0,Low,3.0,2
Female,Yes,35,Engineer,2.0,High,4.0,0
Female,No,27,Engineer,6.0,Low,6.0,1
Male,Yes,40,Executive,0.0,Low,3.0,2
Male,Yes,62,Artist,8.0,Low,1.0,1
Male,Yes,30,Healthcare,8.0,Low,2.0,1
Male,Yes,67,Entertainment,1.0,Average,3.0,4
Male,No,38,Artist,0.0,Low,2.0,2
Female,No,37,Artist,7.0,Low,4.0,1
Female,No,26,Healthcare,5.0,Low,2.0,2
Male,Yes,61,Entertainment,2.0,Average,4.0,0
Male,Yes,22,Entertainment,1.0,Average,3.0,0
Female,Yes,47,Artist,0.0,Average,5.0,0
Male,Yes,67,Lawyer,1.0,High,2.0,4
Male,Yes,38,Artist,1.0,Low,6.0,2
Female,Yes,36,Engineer,,Average,4.0,0
Female,No,36,Engineer,0.0,Low,1.0,2
Male,No,29,Entertainment,0.0,Low,8.0,2
Female,,29,Engineer,0.0,High,4.0,0
Male,No,28,Healthcare,1.0,Low,8.0,2
Female,No,25,Artist,,Low,1.0,2
Male,No,40,Artist,0.0,Low,,2
Male,Yes,41,Executive,1.0,Low,7.0,2
Female,Yes,35,Artist,0.0,Average,5.0,0
Male,Yes,39,Entertainment,9.0,Low,1.0,1
Female,Yes,73,Artist,1.0,High,2.0,4
Male,No,22,Marketing,4.0,Low,3.0,2
Male,Yes,40,Executive,8.0,High,5.0,0
Female,No,30,Engineer,0.0,Low,4.0,2
Male,No,32,Doctor,1.0,Low,2.0,2
Male,No,38,Entertainment,1.0,Low,3.0,2
Female,Yes,31,Healthcare,,Low,4.0,2
Female,,41,Marketing,0.0,Low,2.0,2
Female,Yes,26,Homemaker,8.0,Average,4.0,1
Male,No,41,Doctor,0.0,Low,3.0,2
Male,Yes,56,Entertainment,2.0,Average,2.0,0
Male,Yes,61,Executive,0.0,High,2.0,4
Male,Yes,48,Artist,0.0,Average,2.0,0
Male,Yes,40,Executive,0.0,High,4.0,0
Male,Yes,83,Lawyer,6.0,High,3.0,4
Female,No,22,Engineer,1.0,Low,4.0,2
Male,No,22,Healthcare,9.0,Low,5.0,1
Male,,22,Healthcare,0.0,Low,3.0,2
Male,Yes,72,Artist,0.0,Low,1.0,3
Male,No,27,Healthcare,0.0,Low,2.0,2
Female,Yes,35,Engineer,5.0,High,3.0,0
Male,Yes,84,Executive,,High,2.0,4
Male,No,42,Entertainment,0.0,Low,3.0,2
Female,Yes,30,Engineer,1.0,Low,2.0,2
Male,Yes,73,Lawyer,0.0,Low,2.0,3
Male,Yes,68,Entertainment,1.0,Low,2.0,3
Male,Yes,46,Artist,0.0,Low,1.0,3
Female,No,48,Marketing,1.0,Low,1.0,2
Female,Yes,49,Artist,0.0,Average,5.0,0
Female,No,26,Engineer,0.0,Low,3.0,2
Female,No,49,Artist,1.0,Low,2.0,3
Female,Yes,81,Lawyer,7.0,High,2.0,4
Female,No,26,Engineer,,Low,4.0,2
Female,Yes,56,Artist,4.0,Average,2.0,0
Male,Yes,26,Doctor,4.0,Average,3.0,0
Male,No,36,Executive,9.0,Low,3.0,1
Female,No,32,Doctor,0.0,Low,3.0,2
Female,Yes,56,Homemaker,5.0,Low,1.0,3
Male,No,40,Artist,1.0,Low,1.0,2
Male,No,19,Healthcare,1.0,Low,4.0,2
Female,Yes,66,Engineer,0.0,High,5.0,4
Female,Yes,76,Lawyer,,Low,1.0,3
Female,No,30,Entertainment,6.0,Low,1.0,1
Male,Yes,26,Homemaker,9.0,Average,2.0,1
Female,No,33,Healthcare,1.0,Low,3.0,2
Female,No,25,Entertainment,5.0,Low,1.0,2
Female,Yes,27,Engineer,9.0,Low,2.0,1
Male,Yes,42,Entertainment,1.0,Low,4.0,3
Male,No,35,Artist,2.0,Low,2.0,2
Female,No,29,Healthcare,0.0,Low,3.0,2
Female,No,68,,2.0,Low,3.0,3
Male,Yes,72,Engineer,0.0,High,4.0,4
Female,No,21,Engineer,1.0,Low,6.0,2
Male,Yes,50,Artist,0.0,Low,2.0,3
Male,Yes,49,Executive,1.0,Low,2.0,3
Female,Yes,33,Artist,6.0,Average,2.0,1
Female,Yes,52,Artist,7.0,Average,4.0,1
Female,Yes,89,Lawyer,2.0,Low,1.0,3
Male,Yes,46,Executive,6.0,High,6.0,0
Male,Yes,87,Executive,,High,2.0,4
Male,Yes,50,Artist,1.0,Average,4.0,0
Female,No,30,Entertainment,0.0,Low,2.0,2
Male,No,22,Healthcare,2.0,Low,2.0,2
Male,Yes,58,Artist,8.0,Average,3.0,1
Female,Yes,32,Doctor,0.0,Average,2.0,0
Male,No,29,Entertainment,8.0,Low,4.0,1
Male,No,32,Artist,1.0,Low,1.0,2
Male,Yes,53,Artist,3.0,Average,4.0,0
Male,Yes,27,Healthcare,2.0,High,3.0,0
Female,Yes,68,Lawyer,2.0,High,2.0,4
Female,No,43,Artist,,Low,1.0,2
Male,No,39,Doctor,1.0,Low,1.0,2
Male,No,20,Healthcare,6.0,Low,3.0,1
Female,No,40,Artist,0.0,Low,,2
Male,Yes,38,Executive,6.0,High,3.0,0
Female,No,26,Marketing,0.0,Low,2.0,2
Female,No,31,Engineer,1.0,Low,4.0,2
Male,No,22,Healthcare,6.0,Low,4.0,1
Male,Yes,35,,1.0,Low,2.0,2
Male,No,37,Entertainment,0.0,Low,,2
Female,No,26,Homemaker,8.0,Low,2.0,1
Male,No,51,Artist,6.0,Low,1.0,1
Female,No,35,Artist,12.0,Low,3.0,1
Male,Yes,36,Artist,9.0,Average,2.0,1
Female,Yes,46,Doctor,9.0,High,3.0,1
Male,Yes,46,Marketing,,Low,1.0,3
Male,Yes,53,Entertainment,10.0,Average,3.0,1
Female,No,18,Healthcare,1.0,Low,3.0,2
Male,No,26,Engineer,0.0,Low,4.0,2
Female,Yes,32,Healthcare,8.0,High,2.0,1
Male,Yes,69,Doctor,0.0,Average,3.0,4
Male,Yes,60,Artist,3.0,Average,2.0,0
Male,Yes,60,Engineer,0.0,Average,2.0,0
Male,Yes,51,Executive,,Low,9.0,3
Male,Yes,26,Artist,0.0,Average,2.0,0
Male,No,48,Artist,1.0,Low,1.0,3
Male,Yes,51,Doctor,1.0,Average,4.0,0
Male,Yes,72,Executive,1.0,High,4.0,4
Female,No,43,Artist,1.0,Low,2.0,2
Male,No,35,Artist,0.0,Low,1.0,2
Male,No,29,Entertainment,5.0,Low,1.0,2
Male,No,19,Healthcare,8.0,Low,6.0,1
Female,No,27,Healthcare,0.0,Low,8.0,2
Female,No,40,Engineer,1.0,Low,5.0,2
Female,Yes,52,Artist,1.0,Low,3.0,3
Male,No,23,Healthcare,0.0,Low,4.0,2
Male,No,31,Healthcare,,Low,3.0,2
Female,Yes,35,Executive,0.0,Low,2.0,2
Male,Yes,25,Entertainment,1.0,Average,2.0,0
Female,Yes,47,Lawyer,0.0,Low,1.0,3
Male,Yes,37,Healthcare,1.0,Average,2.0,0
Male,No,20,Healthcare,1.0,Low,4.0,2
Female,Yes,68,Lawyer,,Average,2.0,4
Female,No,28,Doctor,1.0,Low,3.0,2
Male,,22,Healthcare,1.0,Low,5.0,2
Male,No,25,Doctor,8.0,Low,5.0,1
Female,,20,,,High,,0
Female,Yes,32,Homemaker,0.0,Low,3.0,2
Female,No,18,Entertainment,1.0,Low,7.0,2
Male,Yes,79,Lawyer,1.0,Low,1.0,3
Female,No,36,Entertainment,7.0,Low,5.0,1
Female,No,49,Artist,0.0,Low,1.0,3
Male,Yes,49,Entertainment,0.0,Low,4.0,3
Female,Yes,45,Artist,1.0,Average,4.0,0
Male,No,28,Doctor,1.0,Low,3.0,2
Female,Yes,57,Artist,4.0,Average,,0
Female,No,41,Artist,1.0,Low,1.0,2
Female,Yes,37,Artist,3.0,Average,3.0,0
Female,Yes,36,Artist,1.0,Average,3.0,0
Male,Yes,45,Artist,4.0,Average,2.0,0
Female,Yes,39,,0.0,Average,2.0,0
Male,No,40,Artist,7.0,Low,1.0,1
Female,No,29,Healthcare,1.0,Low,3.0,2
Male,Yes,89,Lawyer,,Low,2.0,3
Female,Yes,73,Lawyer,1.0,High,3.0,4
Male,No,28,Doctor,4.0,Low,1.0,2
Male,No,53,Artist,2.0,Low,1.0,3
Male,No,25,Doctor,2.0,Low,,2
Female,No,19,Healthcare,5.0,Low,5.0,2
Female,Yes,52,Artist,0.0,Average,2.0,0
Female,No,31,Healthcare,9.0,Low,3.0,1
Male,No,35,Artist,2.0,Low,2.0,2
Male,Yes,47,Artist,,Average,2.0,0
Male,Yes,68,Executive,1.0,High,2.0,4
Female,Yes,42,Artist,2.0,Average,2.0,0
Female,No,38,Homemaker,13.0,Low,,1
Male,Yes,25,Executive,1.0,High,3.0,0
Male,No,37,Entertainment,7.0,Low,1.0,1
Female,No,31,Healthcare,0.0,Low,,2
Male,No,21,Healthcare,1.0,Low,6.0,2
Male,Yes,28,Artist,0.0,Average,3.0,0
Female,Yes,50,Artist,1.0,High,8.0,0
Female,No,46,Doctor,0.0,Low,2.0,2
Male,No,19,Executive,13.0,Low,3.0,1
Male,Yes,37,Artist,1.0,Average,2.0,0
Male,No,28,Healthcare,14.0,Low,1.0,1
Male,Yes,71,Lawyer,0.0,Low,1.0,3
Female,Yes,66,Marketing,0.0,High,2.0,4
Female,Yes,57,Homemaker,9.0,Average,2.0,1
Female,Yes,86,Lawyer,1.0,Low,2.0,3
Female,Yes,40,Artist,0.0,Average,2.0,0
Female,No,49,Healthcare,8.0,Low,1.0,1
Male,Yes,41,Artist,2.0,Average,3.0,0
Female,Yes,42,Engineer,0.0,Low,4.0,2
Female,Yes,87,Entertainment,,High,3.0,4
Female,Yes,80,Artist,6.0,Average,2.0,4
Male,Yes,60,Artist,,Low,1.0,3
Male,Yes,38,Artist,1.0,Average,4.0,0
Female,Yes,74,Lawyer,1.0,High,2.0,4
Female,No,30,Doctor,9.0,Low,5.0,1
Female,No,20,Healthcare,4.0,Low,4.0,2
Female,No,43,Artist,1.0,Low,1.0,2
Male,No,32,Doctor,7.0,Low,4.0,1
Male,Yes,53,Executive,1.0,High,3.0,4
Female,No,23,Healthcare,2.0,Low,6.0,2
Male,Yes,52,Artist,7.0,Low,1.0,1
Female,Yes,45,Artist,4.0,Average,4.0,0
Male,No,22,Healthcare,1.0,Low,,2
Male,Yes,63,Entertainment,0.0,Average,5.0,0
Female,Yes,81,Lawyer,,High,2.0,4
Male,Yes,35,Marketing,0.0,Low,3.0,2
Male,No,39,Artist,8.0,Low,3.0,1
Male,Yes,37,Healthcare,0.0,Low,7.0,2
Male,Yes,83,Lawyer,,High,2.0,4
Female,Yes,47,Engineer,10.0,Low,2.0,1
Male,Yes,65,Lawyer,1.0,High,2.0,4
Male,No,25,Healthcare,1.0,Low,5.0,2
Male,No,40,Artist,9.0,Low,3.0,1
Male,No,27,Executive,0.0,Low,6.0,2
Male,No,19,Healthcare,0.0,Low,3.0,2
Female,,61,Engineer,9.0,Average,3.0,1
Female,Yes,56,Artist,0.0,Average,2.0,0
Male,No,53,Artist,1.0,Low,2.0,3
Female,Yes,39,Artist,0.0,Low,1.0,2
Male,Yes,55,Entertainment,0.0,Average,4.0,0
Male,Yes,65,Lawyer,0.0,Low,2.0,3
Female,No,26,Engineer,0.0,Low,6.0,2
Female,No,28,Healthcare,1.0,Low,3.0,2
Male,Yes,40,Executive,,High,4.0,0
Male,No,40,Entertainment,5.0,Low,1.0,1
Male,Yes,42,Executive,1.0,Average,4.0,0
Male,Yes,37,Entertainment,1.0,Low,4.0,2
Female,No,22,Healthcare,0.0,Low,5.0,2
Female,Yes,33,Healthcare,0.0,Low,5.0,2
Male,Yes,28,Executive,0.0,Average,3.0,0
Male,Yes,51,Artist,,Low,2.0,3
Female,No,32,Healthcare,1.0,Low,3.0,2
Female,Yes,33,Healthcare,2.0,High,1.0,0
Female,Yes,40,Doctor,1.0,Low,,2
Male,Yes,36,Entertainment,5.0,Low,2.0,1
Female,No,27,Homemaker,8.0,Low,1.0,1
Male,No,18,Healthcare,0.0,Low,3.0,2
Male,Yes,81,Executive,,High,2.0,4
Female,No,59,Artist,0.0,Low,2.0,3
Male,Yes,53,Executive,0.0,High,3.0,4
Male,Yes,38,Doctor,,Average,4.0,0
Male,No,20,Healthcare,1.0,Low,2.0,2
Female,No,40,Doctor,7.0,Low,1.0,1
Male,Yes,37,Executive,9.0,High,2.0,1
Male,Yes,31,Doctor,8.0,Low,2.0,1
Male,Yes,40,Executive,,High,3.0,0
Male,Yes,35,Executive,0.0,High,4.0,0
Male,Yes,35,Entertainment,0.0,Low,2.0,2
Female,No,39,Artist,5.0,Low,3.0,1
Male,Yes,79,Lawyer,2.0,Low,1.0,3
Male,Yes,42,Artist,8.0,Average,2.0,1
Male,Yes,42,Engineer,1.0,Average,3.0,0
Female,No,32,Engineer,9.0,Low,4.0,1
Female,Yes,52,Engineer,1.0,Average,3.0,0
Male,Yes,59,Artist,1.0,High,2.0,4
Male,Yes,51,Executive,4.0,High,3.0,4
Female,No,32,Healthcare,0.0,Low,1.0,2
Male,Yes,49,Artist,1.0,Low,1.0,3
Female,No,40,Doctor,1.0,Low,2.0,2
Female,No,61,Entertainment,3.0,Low,1.0,3
Female,Yes,86,Lawyer,8.0,High,2.0,4
Female,Yes,29,Artist,10.0,Low,2.0,1
Male,No,46,Marketing,1.0,Low,4.0,2
Male,No,28,Artist,8.0,Low,3.0,1
Female,No,53,Engineer,1.0,Low,1.0,3
Female,Yes,65,Marketing,,Low,,3
Male,No,32,Entertainment,0.0,Low,6.0,2
Female,No,31,Healthcare,6.0,Low,3.0,1
Male,No,25,Doctor,9.0,Low,4.0,1
Female,No,33,Engineer,,Low,3.0,2
Female,Yes,38,Doctor,0.0,Average,2.0,0
Female,Yes,43,Artist,0.0,Average,2.0,0
Male,No,20,Healthcare,1.0,Low,2.0,2
Male,Yes,33,Entertainment,1.0,Low,2.0,2
Female,Yes,50,Artist,0.0,Average,3.0,0
Female,Yes,37,Engineer,,Average,4.0,0
Male,Yes,38,Artist,5.0,Low,7.0,1
Female,No,43,Marketing,10.0,Low,,1
Male,No,27,Healthcare,1.0,Low,4.0,2
Male,Yes,35,Entertainment,0.0,Average,5.0,0
Female,Yes,36,Engineer,0.0,Low,3.0,2
Female,No,20,Marketing,7.0,Low,2.0,1
Female,Yes,53,Marketing,6.0,Low,1.0,1
Male,Yes,36,Doctor,,Low,1.0,2
Female,No,32,Engineer,0.0,Low,2.0,2
Male,Yes,55,Entertainment,1.0,Average,3.0,0
Male,Yes,37,Entertainment,0.0,Average,2.0,0
Female,No,27,Healthcare,,Low,,2
Male,No,43,Healthcare,1.0,Low,7.0,2
Female,No,32,Engineer,,Low,,2
Female,No,40,Entertainment,0.0,Low,1.0,2
Female,Yes,87,Lawyer,1.0,Low,1.0,3
Male,Yes,86,Lawyer,13.0,Low,1.0,1
Female,No,42,Engineer,11.0,Low,1.0,1
Male,No,37,Artist,0.0,Low,1.0,2
Female,No,25,Doctor,,Low,7.0,2
Male,No,19,Doctor,0.0,Low,4.0,2
Male,Yes,42,Artist,7.0,Average,5.0,1
Male,Yes,33,Doctor,0.0,Low,4.0,2
Male,Yes,41,Artist,8.0,Low,2.0,1
Female,No,27,Doctor,,Low,2.0,2
Male,Yes,84,Lawyer,,Low,,3
Male,No,22,Healthcare,10.0,Low,4.0,1
Female,No,32,Artist,1.0,Low,2.0,2
Male,Yes,83,Executive,0.0,High,3.0,4
Male,Yes,50,Artist,1.0,Average,3.0,0
Female,No,30,Healthcare,4.0,Low,4.0,2
Female,No,23,Healthcare,,Low,4.0,2
Male,No,27,Artist,9.0,Low,8.0,1
Female,No,35,Artist,8.0,Low,1.0,1
Male,No,23,Healthcare,1.0,Low,2.0,2
Male,Yes,56,Artist,0.0,Average,3.0,0
Female,Yes,41,Artist,1.0,Average,,0
Female,No,25,Doctor,1.0,Low,3.0,2
Male,Yes,41,Doctor,,Low,2.0,2
Female,No,27,Homemaker,14.0,Low,1.0,1
Male,Yes,43,Doctor,3.0,Average,2.0,0
Male,Yes,40,Artist,1.0,Average,5.0,0
Female,,60,Engineer,1.0,High,2.0,4
Female,Yes,45,Artist,4.0,Average,4.0,0
Female,Yes,82,Lawyer,0.0,High,2.0,4
Female,No,28,Artist,1.0,Low,1.0,2
Female,Yes,63,Artist,0.0,High,4.0,4
Female,No,35,Artist,13.0,Low,2.0,1
Female,Yes,89,Lawyer,1.0,High,2.0,4
Male,No,20,Healthcare,,Low,4.0,2
Female,No,40,Healthcare,,Low,1.0,2
Male,Yes,46,Artist,3.0,Average,2.0,0
Male,No,25,Marketing,8.0,Low,3.0,1
Female,,46,Entertainment,6.0,Low,3.0,1
Male,Yes,49,Artist,2.0,Average,4.0,0
Female,Yes,47,Artist,1.0,Low,2.0,3
Male,Yes,30,Artist,0.0,Average,2.0,0
Female,Yes,40,Doctor,0.0,Low,1.0,2
Male,Yes,39,Healthcare,7.0,Average,5.0,1
Male,Yes,61,Artist,1.0,Average,5.0,0
Female,No,28,Engineer,1.0,Low,4.0,2
Male,No,18,Healthcare,0.0,Low,3.0,2
Female,Yes,55,Artist,0.0,Average,4.0,0
Male,No,39,Engineer,5.0,Low,2.0,1
Female,Yes,47,Engineer,8.0,Average,,1
Female,No,29,Doctor,10.0,Low,5.0,1
Male,Yes,66,Engineer,1.0,Low,2.0,3
Female,No,46,Engineer,1.0,Low,1.0,2
Female,Yes,52,Artist,0.0,Average,3.0,0
Female,No,23,Healthcare,0.0,Low,4.0,2
Female,Yes,84,Lawyer,1.0,High,2.0,4
Female,No,27,Healthcare,5.0,Low,3.0,2
Female,Yes,37,Artist,1.0,Average,3.0,0
Female,No,46,Homemaker,9.0,Low,1.0,1
Female,No,22,Healthcare,0.0,Low,3.0,2
Male,Yes,42,Artist,0.0,Average,2.0,0
Female,Yes,35,Artist,1.0,Low,2.0,2
Male,Yes,39,Executive,5.0,High,3.0,0
Female,No,27,Healthcare,0.0,Low,4.0,2
Male,Yes,65,Engineer,1.0,High,2.0,4
Female,Yes,39,Artist,0.0,Average,3.0,0
Female,No,22,Entertainment,,Low,3.0,2
Male,No,31,Artist,4.0,Low,4.0,2
Female,Yes,48,Engineer,1.0,Average,6.0,0
Female,Yes,58,Artist,1.0,Average,2.0,0
Female,Yes,74,Lawyer,1.0,High,,4
Female,Yes,40,Engineer,12.0,Average,3.0,1
Male,No,26,Doctor,2.0,Low,4.0,2
Male,No,35,Artist,0.0,Low,1.0,2
Female,No,43,Healthcare,8.0,Low,1.0,1
Male,No,49,Doctor,5.0,Low,1.0,1
Male,Yes,26,Artist,7.0,Low,4.0,1
Female,Yes,74,Lawyer,,High,2.0,4
Female,Yes,56,Engineer,,High,3.0,4
Female,Yes,49,Artist,2.0,Average,2.0,0
Male,No,19,Healthcare,1.0,Low,8.0,2
Male,No,39,Artist,2.0,Low,3.0,2
Male,Yes,37,Executive,0.0,High,4.0,0
Male,No,41,Doctor,0.0,Low,1.0,2
Female,No,26,Homemaker,8.0,Low,2.0,1
Female,Yes,38,Doctor,1.0,Average,3.0,0
Male,Yes,35,Artist,0.0,Low,3.0,2
Male,Yes,49,Artist,0.0,Average,2.0,0
Male,,60,Engineer,0.0,Average,3.0,0
Female,No,38,Doctor,0.0,Low,1.0,2
Male,Yes,52,Entertainment,,Average,5.0,0
Male,Yes,70,Executive,1.0,High,2.0,4
Male,No,21,Doctor,9.0,Low,3.0,1
Male,Yes,58,Artist,8.0,Low,1.0,1
Female,No,28,Artist,5.0,Low,5.0,1
Male,Yes,57,Executive,0.0,Low,1.0,3
Male,Yes,37,Artist,1.0,Average,2.0,0
Female,Yes,52,Marketing,1.0,High,3.0,4
Female,Yes,35,Engineer,0.0,Average,5.0,0
Female,Yes,30,Doctor,4.0,Low,2.0,2
Male,Yes,35,Artist,0.0,Average,2.0,0
Female,No,31,Artist,14.0,Low,3.0,1
Male,Yes,37,Doctor,0.0,Average,2.0,0
Male,Yes,71,Executive,0.0,High,2.0,4
Male,Yes,66,Healthcare,0.0,Low,1.0,3
Female,Yes,25,Homemaker,9.0,Average,2.0,1
Male,No,26,Artist,0.0,Low,4.0,2
Female,No,31,Healthcare,8.0,Low,4.0,1
Male,Yes,67,Artist,0.0,Average,6.0,0
Female,Yes,51,Artist,1.0,Average,5.0,0
Female,No,39,Artist,7.0,Low,1.0,1
Female,Yes,60,Artist,2.0,Average,2.0,0
Female,Yes,46,Entertainment,4.0,Average,,0
Male,Yes,36,Doctor,9.0,Average,2.0,1
Female,No,18,Healthcare,0.0,Low,3.0,2
Female,No,30,Engineer,0.0,Low,1.0,2
Female,Yes,69,Artist,,Average,2.0,4
Male,No,32,Homemaker,8.0,Low,,1
Female,Yes,60,Artist,1.0,Low,2.0,3
Female,Yes,40,Artist,6.0,Average,2.0,1
Female,Yes,83,Lawyer,0.0,High,2.0,4
Male,Yes,51,Artist,0.0,Average,,0
Male,Yes,33,Doctor,0.0,Average,5.0,0
Male,Yes,43,Entertainment,1.0,Average,4.0,0
Male,Yes,71,Lawyer,0.0,Low,5.0,3
Male,Yes,50,Executive,1.0,High,5.0,4
Male,Yes,57,Artist,1.0,Average,2.0,0
Male,Yes,35,Artist,2.0,Average,2.0,0
Female,Yes,66,Artist,0.0,High,3.0,4
Female,Yes,46,Artist,0.0,Low,1.0,3
Male,No,26,Healthcare,1.0,Low,1.0,2
Male,No,21,Healthcare,1.0,Low,3.0,2
Female,No,42,Artist,8.0,Low,2.0,1
Female,Yes,40,Entertainment,1.0,Low,2.0,2
Male,No,27,Doctor,0.0,Low,4.0,2
Female,Yes,37,Artist,2.0,Low,2.0,2
Female,Yes,70,Lawyer,,High,,4
Male,No,35,Artist,9.0,Low,3.0,1
Male,No,28,Healthcare,0.0,Low,1.0,2
Male,No,27,Entertainment,6.0,Low,2.0,1
Female,Yes,81,Lawyer,1.0,Low,1.0,3
Male,No,25,Doctor,0.0,Low,2.0,2
Male,Yes,72,Executive,1.0,High,2.0,4
Female,No,33,Doctor,0.0,Low,5.0,2
Male,Yes,40,Engineer,7.0,Low,2.0,1
Male,No,52,Artist,3.0,Low,1.0,3
Male,No,23,Healthcare,0.0,Low,4.0,2
Female,Yes,48,Artist,2.0,Average,4.0,0
Female,No,31,Healthcare,0.0,Low,4.0,2
Female,No,35,Artist,1.0,Low,1.0,2
Female,No,63,Entertainment,0.0,Low,1.0,3
Male,Yes,63,,1.0,Average,2.0,0
Male,,28,Engineer,1.0,Low,2.0,2
Female,Yes,37,Artist,7.0,Average,2.0,1
Female,Yes,67,Artist,9.0,Low,3.0,1
Female,No,37,Healthcare,1.0,Low,1.0,2
Male,No,22,Healthcare,7.0,Low,4.0,1
Female,Yes,46,Entertainment,4.0,Low,3.0,3
Male,Yes,41,Artist,6.0,Average,2.0,1
Female,No,59,Entertainment,1.0,Low,2.0,3
Male,,23,Healthcare,8.0,High,5.0,1
Male,Yes,84,Lawyer,0.0,Low,3.0,3
Female,Yes,89,Artist,1.0,High,2.0,4
Male,Yes,50,Artist,1.0,Low,3.0,3
Female,Yes,52,Engineer,0.0,Low,,3
Female,Yes,74,Lawyer,12.0,High,2.0,4
Male,No,48,Entertainment,0.0,Low,3.0,3
Male,Yes,47,Entertainment,1.0,Average,4.0,0
Female,Yes,45,Engineer,0.0,High,5.0,0
Male,,53,Executive,,High,3.0,4
Male,Yes,53,Healthcare,0.0,High,4.0,4
Female,No,29,Artist,8.0,Low,1.0,1
Male,No,19,Healthcare,0.0,Low,3.0,2
Female,No,50,Engineer,1.0,Low,5.0,3
Female,No,42,Artist,0.0,Low,1.0,2
Male,No,29,Entertainment,8.0,Low,4.0,1
Male,Yes,40,Marketing,,Average,2.0,0
Male,No,18,Entertainment,1.0,Low,4.0,2
Male,Yes,46,Engineer,0.0,Average,3.0,0
Male,Yes,68,Lawyer,,High,2.0,4
Male,Yes,72,Artist,0.0,Average,2.0,4
Male,Yes,66,Lawyer,1.0,High,2.0,4
Female,,63,Artist,,Average,2.0,0
Female,Yes,41,Marketing,8.0,Low,2.0,1
Male,Yes,82,Lawyer,1.0,High,3.0,4
Male,Yes,43,Artist,0.0,Average,2.0,0
Male,Yes,53,Artist,0.0,Low,1.0,3
Male,No,29,Healthcare,0.0,Low,3.0,2
Female,Yes,53,Artist,0.0,Average,3.0,0
Female,Yes,87,Artist,1.0,High,2.0,4
Male,Yes,62,Entertainment,0.0,Average,4.0,0
Male,Yes,43,Artist,1.0,High,3.0,0
Male,No,36,Entertainment,8.0,Low,2.0,1
Female,No,30,Doctor,0.0,Low,3.0,2
Female,No,37,Homemaker,8.0,Low,1.0,1
Female,Yes,59,Artist,0.0,Average,4.0,0
Female,Yes,35,Artist,8.0,High,5.0,1
Male,Yes,39,Artist,7.0,Average,3.0,1
Female,No,19,Healthcare,0.0,Low,5.0,2
Female,Yes,75,Lawyer,1.0,Low,,3
Female,Yes,40,Homemaker,10.0,Average,2.0,1
Male,Yes,62,,8.0,Average,2.0,1
Male,Yes,43,Marketing,3.0,High,4.0,0
Male,Yes,43,Artist,6.0,Low,2.0,1
Male,Yes,29,Artist,9.0,Average,2.0,1
Female,No,27,Healthcare,1.0,Low,2.0,2
Female,No,23,Healthcare,6.0,Low,3.0,1
Male,Yes,42,Artist,8.0,High,4.0,0
Male,No,65,Executive,9.0,Low,3.0,1
Male,Yes,57,Executive,1.0,Average,5.0,0
Female,Yes,46,Artist,0.0,Average,2.0,0
Male,Yes,30,Doctor,0.0,Low,3.0,2
Male,Yes,51,Artist,0.0,Average,4.0,0
Male,Yes,39,Artist,10.0,Low,2.0,1
Female,No,41,Artist,1.0,Low,1.0,2
Male,No,29,Marketing,9.0,Low,4.0,1
Male,Yes,76,Lawyer,0.0,Low,2.0,3
Male,No,33,Artist,,Low,,2
Male,No,23,Healthcare,8.0,Low,4.0,1
Female,Yes,33,Marketing,8.0,High,2.0,1
Female,No,43,Engineer,3.0,Low,2.0,2
Male,Yes,35,Artist,1.0,Average,4.0,0
Male,Yes,32,Doctor,0.0,Low,2.0,2
Male,Yes,65,Entertainment,1.0,Low,1.0,3
Male,Yes,49,Doctor,1.0,Low,2.0,3
Female,Yes,48,Homemaker,1.0,Low,4.0,3
Female,Yes,39,Healthcare,8.0,Average,2.0,1
Male,No,27,Artist,1.0,Low,3.0,2
Female,No,36,Healthcare,2.0,Low,,2
Male,Yes,76,Entertainment,0.0,Low,1.0,3
Male,Yes,35,Artist,9.0,Average,2.0,1
Male,Yes,35,Artist,8.0,Low,4.0,1
Female,Yes,48,Doctor,4.0,Low,1.0,3
Male,No,23,Healthcare,0.0,Low,3.0,2
Female,Yes,42,Artist,5.0,Low,1.0,1
